categoria,subcategoria,variable,unidad,anio,valor
DEMANDA,Participación [%],Exportación total,[%],2012,0.002223801606327355
DEMANDA,[GWh],Exportación total,[GWh],2013,0.438723
DEMANDA,Participación [%],Exportación total,[%],2013,3.3794600403604645e-06
DEMANDA,[GWh],Exportación total,[GWh],2014,5.68599
DEMANDA,Participación [%],Exportación total,[%],2014,4.33371905320306e-05
DEMANDA,[GWh],Exportación total,[GWh],2015,55.420548000000004
DEMANDA,Participación [%],Exportación total,[%],2015,0.00040491234361853277
DEMANDA,[GWh],Exportación total,[GWh],2016,327.231837
DEMANDA,Participación [%],Exportación total,[%],2016,0.0023700503815693875
DEMANDA,[GWh],Exportación total,[GWh],2017,69.226651
DEMANDA,Participación [%],Exportación total,[%],2017,0.0005045726422250137
DEMANDA,[GWh],Exportación total,[GWh],2018,280.30169200000006
DEMANDA,Participación [%],Exportación total,[%],2018,0.00203374524278303
DEMANDA,[GWh],Exportación total,[GWh],2019,261.182016
DEMANDA,Participación [%],Exportación total,[%],2019,0.0019492225619729341
DEMANDA,[GWh],Exportación total,[GWh],2020,3088.920078
DEMANDA,Participación [%],Exportación total,[%],2020,0.0228165771363437
DEMANDA,[GWh],Exportación total,[GWh],2021,3849.8440589999823
DEMANDA,Participación [%],Exportación total,[%],2021,0.026994481952731995
DEMANDA,[GWh],Exportación total,[GWh],2022,31.271412
DEMANDA,Participación [%],Exportación total,[%],2022,0.0002155807724625174
DEMANDA,[GWh],Exportación total,[GWh],2023,97.7049229999999
DEMANDA,Participación [%],Exportación total,[%],2023,0.0006617706525740754
DEMANDA,[GWh],Exportación total,[GWh],2024,970.1004859999999
DEMANDA,Participación [%],Exportación total,[%],2024,0.006608687605762305
DEMANDA,[GWh],Exportación total,[GWh],2025,508.5871709999999
DEMANDA,Participación [%],Exportación total,[%],2025,0.003457599708196873
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2005,0.658015737637665
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2006,0.6705557988570692
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2007,0.6679019408695089
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2008,0.6561041827675905
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2009,0.6352640403899319
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2010,0.6288564407265713
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2011,0.6373864639368085
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2012,0.646912492211619
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2013,0.6204334310134592
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2014,0.620850906578124
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2015,0.6493867486864685
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2016,0.6157659605283841
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2017,0.6090328548282665
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2018,0.5953361753870522
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2019,0.5828306537647145
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2020,0.5813509959763782
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2021,0.5825326345285584
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2022,0.5820792134358916
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2023,0.5754878310423839
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2024,0.557742254597916
DEMANDA,Factor de carga,FACTOR DE CARGA,[%],2025,0.5510703987476838
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2005,34074.57769233419
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2005,0.34713315088164026
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2006,35806.761947661
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2006,0.3422316249413561
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2007,35580.3617533465
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2007,0.32798395545250447
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2008,35475.9961721618
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2008,0.31567233419469654
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2009,32173.81540039628
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2009,0.2901431709012823
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2010,34140.4973548375
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2010,0.2949879771849347
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2011,35972.778646491635
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2011,0.29672223377549684
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2012,35774.26361450061
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2012,0.2845390135789978
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2013,38919.364084
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2013,0.2997938009133742
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2014,39028.020935999986
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2014,0.29746179282614116
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2015,39334.028034
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2015,0.2873813783870201
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2016,37502.652095000114
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2016,0.2716214159431529
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2017,38255.78845499999
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2017,0.27883515932527947
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2018,37764.016729999996
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2018,0.2739990216434949
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2019,36389.817429
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2019,0.271580157948864
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2020,32211.663491
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2020,0.23793425733702253
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2021,36451.49409699994
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2021,0.25559196280983343
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2022,37098.17962800002
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2022,0.255749699474954
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2023,36674.11050299998
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2023,0.24839945925901885
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2024,36204.376426
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2024,0.24664394629445432
DEMANDA,DEMANDA,Gran Demanda Industrial/Comercial,[GWh],2025,36362.923892999985
DEMANDA,Participación [%],Gran Demanda Industrial/Comercial,[%],2025,0.2472111807193459
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2005,22685.56833700004
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2005,0.23110815598267054
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2006,23497.577461
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2006,0.22458367300617413
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2007,22346.368192
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2007,0.2059914477660093
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2008,24302.528522
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2008,0.21624863945026868
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2009,22448.4791149999
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2009,0.2024401778676538
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2010,23199.640384
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2010,0.20045446078788257
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2011,25308.877527000073
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2011,0.20876081739363614
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2012,25924.71831100001
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2012,0.2061983400976372
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2013,26493.055975
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2013,0.20407460747338424
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2014,25991.60361000005
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2014,0.1981014876705
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2015,25778.65081399997
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2015,0.18834339054930538
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2016,24146.08455699998
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2016,0.17488346318125672
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2017,24927.367877000062
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2017,0.18168823266364353
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2018,24519.540198999952
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2018,0.17790295120638588
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2019,23546.067239
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2019,0.17572620891321458
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2020,20737.684522999996
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2020,0.1531807125468108
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2021,23425.611151999954
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2021,0.16425658488584072
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2022,23494.104534000024
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2022,0.16196509462875733
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2023,23384.532809999982
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2023,0.1583870808415005
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2024,23295.901887000004
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2024,0.15870040298657434
DEMANDA,DEMANDA,Gran Usuario MEM,[GWh],2025,23832.837056999986
DEMANDA,DEMANDA,Gran Usuario MEM,[%],2025,0.1620261287593249
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2005,11389.00935533415
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2005,0.11602499489896972
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2006,12309.184486661
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2006,0.11764795193518206
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2007,13233.9935613465
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2007,0.12199250768649517
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2008,11173.4676501618
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2008,0.09942369474442786
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2009,9725.33628539638
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2009,0.08770299303362848
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2010,10940.8569708375
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2010,0.09453351639705215
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2011,10663.901119491562
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2011,0.08796141638186068
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2012,9849.5453035006
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2012,0.07834067348136059
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2013,12426.308109
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2013,0.09571919343998996
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2014,13036.417325999937
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2014,0.09936030515564115
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2015,13555.377220000031
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2015,0.0990379878377147
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2016,13356.567538000134
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2016,0.09673795276189619
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2017,13328.420577999925
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2017,0.09714692666163594
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2018,13244.476531000044
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2018,0.09609607043710895
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2019,12843.75019
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2019,0.0958539490356494
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2020,11473.978968000003
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2020,0.08475354479021174
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2021,13025.882944999983
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2021,0.09133537792399272
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2022,13604.075093999998
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2022,0.09378460484619669
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2023,13289.577693000001
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2023,0.09001237841751838
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2024,12908.474538999999
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2024,0.08794354330787994
DEMANDA,,Gran Usuario en Distribuidor,[GWh],2025,12530.086836
DEMANDA,DEMANDA,Gran Usuario en Distribuidor,[%],2025,0.085185051960021
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2005,16718.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2006,17395.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2007,18345.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2008,19126.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2009,19566.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2010,20843.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2011,21564.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2012,21949.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2013,23794.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2014,24034.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2015,23949.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2016,25380.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2017,25628.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2018,26320.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2019,26113.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2020,25791.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2021,27088.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2022,28283.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2023,29105.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2024,29653.0
DEMANDA,Pot máxima,POTENCIA MÁX,[MW],2025,30257.0
DEMANDA,[GWh],Pérdidas,[GWh],2005,3978.7222120000215
DEMANDA,Participación [%],Pérdidas,[%],2005,0.04224537842639997
DEMANDA,[GWh],Pérdidas,[GWh],2006,4584.426740999988
DEMANDA,Participación [%],Pérdidas,[%],2006,0.04582463287318841
DEMANDA,[GWh],Pérdidas,[GWh],2007,4364.3112819999815
DEMANDA,Participación [%],Pérdidas,[%],2007,0.04191708950559446
DEMANDA,[GWh],Pérdidas,[GWh],2008,4250.686062000013
DEMANDA,Participación [%],Pérdidas,[%],2008,0.03931028366540188
DEMANDA,[GWh],Pérdidas,[GWh],2009,4226.386992000035
DEMANDA,Participación [%],Pérdidas,[%],2009,0.03962371829985967
DEMANDA,[GWh],Pérdidas,[GWh],2010,4043.8745879999497
DEMANDA,Participación [%],Pérdidas,[%],2010,0.03620580185408313
DEMANDA,[GWh],Pérdidas,[GWh],2011,3895.7560150000854
DEMANDA,Participación [%],Pérdidas,[%],2011,0.033201119071964914
DEMANDA,[GWh],Pérdidas,[GWh],2012,3532.612553000034
DEMANDA,Participación [%],Pérdidas,[%],2012,0.028909755006250475
DEMANDA,[GWh],Pérdidas,[GWh],2013,4081.768958000112
DEMANDA,Participación [%],Pérdidas,[%],2013,0.0324623190492833
DEMANDA,[GWh],Pérdidas,[GWh],2014,4245.528828000067
DEMANDA,Participación [%],Pérdidas,[%],2014,0.033440434031870823
DEMANDA,[GWh],Pérdidas,[GWh],2015,4127.330713999992
DEMANDA,Participación [%],Pérdidas,[%],2015,0.031092607387125392
DEMANDA,[GWh],Pérdidas,[GWh],2016,4166.78782199977
DEMANDA,Participación [%],Pérdidas,[%],2016,0.031118007819059545
DEMANDA,[GWh],Pérdidas,[GWh],2017,4198.435839000055
DEMANDA,Participación [%],Pérdidas,[%],2017,0.03156715208228899
DEMANDA,[GWh],Pérdidas,[GWh],2018,4252.689239999978
DEMANDA,Participación [%],Pérdidas,[%],2018,0.0318380165274276
DEMANDA,[GWh],Pérdidas,[GWh],2019,4376.384092999992
DEMANDA,Participación [%],Pérdidas,[%],2019,0.03376408866595551
DEMANDA,[GWh],Pérdidas,[GWh],2020,4397.051299999924
DEMANDA,Participación [%],Pérdidas,[%],2020,0.03356951333375712
DEMANDA,[GWh],Pérdidas,[GWh],2021,4352.194962999995
DEMANDA,Participación [%],Pérdidas,[%],2021,0.031477479616722155
DEMANDA,[GWh],Pérdidas,[GWh],2022,5440.177003999989
DEMANDA,Participación [%],Pérdidas,[%],2022,0.03896516775635543
DEMANDA,[GWh],Pérdidas,[GWh],2023,5842.483351000003
DEMANDA,Participación [%],Pérdidas,[%],2023,0.041202517237209836
DEMANDA,[GWh],Pérdidas,[GWh],2024,5056.875384999992
DEMANDA,Participación [%],Pérdidas,[%],2024,0.03567842562189274
DEMANDA,[GWh],Pérdidas,[GWh],2025,4812.787762
DEMANDA,Participación [%],Pérdidas,[%],2025,0.03271945206322297
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2005,24.797638642925474
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2006,28.20772186101043
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2007,32.80173502711295
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2008,37.1030978734569
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2009,34.12859294935443
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2010,36.191229947588994
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2011,40.63500210656254
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2012,43.60653464500183
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2013,43.246949802132704
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2014,43.78455571501268
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2015,46.14386808800472
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2016,46.89331442067398
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2017,42.71964429683773
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2018,40.81831845783524
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2019,35.71935903109475
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2020,36.99181698634239
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2021,41.73225147478968
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2022,39.61656315273717
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2023,34.04079128331114
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2024,33.61072675199509
EMISIONES,TOTALES,Emisiones - Energía Térmica,[MM ton CO2],2025,32.133934583140004
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2005,1.4439669365140801
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2006,1.3794157415121602
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2007,1.37630284291808
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2008,1.8762042556548018
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2009,1.8582736561693922
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2010,2.0407911208476177
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2011,2.3329549856754417
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2012,2.2572018604470534
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2013,1.9879543026997637
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2014,2.345478162707879
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2015,2.216395370187161
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2016,1.693673374920745
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2017,1.526364822854835
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2018,1.5350034807536177
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2019,0.5180585275543358
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2020,1.1092185511967665
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2021,2.0216586435919
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2022,1.814554279807306
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2023,1.2158112842301099
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2024,0.5902457492120711
EMISIONES,TOTALES,Emisiones CO2 - CARBÓN,[MM ton CO2],2025,0.6223390664400001
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2005,3.58864277566667
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2006,4.915195482407472
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2007,6.018530643150672
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2008,7.446132963832773
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2009,5.086019129385621
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2010,7.1751531758306895
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2011,8.163838945015181
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2012,9.07170562383883
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2013,7.083211421465783
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2014,8.619928883466656
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2015,9.796651727112764
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2016,8.408449738024837
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2017,4.078976046290088
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2018,1.792887145706656
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2019,0.5887513665228032
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2020,1.839316287416604
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2021,2.3729446670341985
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2022,3.529443502964818
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2023,2.1369582367510978
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2024,0.7404260759233312
EMISIONES,TOTALES,Emisiones CO2 - FUEL OIL,[MM ton CO2],2025,0.29236826560000007
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2005,19.585872073980962
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2006,21.525330335279758
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2007,23.340450836572323
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2008,25.50797740020217
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2009,24.54991993079145
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2010,22.477286659009778
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2011,24.691752188188964
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2012,27.346463581468438
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2013,27.181489768452284
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2014,27.96652422546443
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2015,28.08994628468337
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2016,30.36957245456754
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2017,33.34716749665575
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2018,35.13302893764775
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2019,33.524461650016974
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2020,31.744169986216722
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2021,31.87515357046708
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2022,27.70305905600128
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2023,27.180798558280905
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2024,29.73172878341637
EMISIONES,MEDIO,Emisiones CO2 - GAS NATURAL,[MM ton CO2],2025,30.03318045
EMISIONES,EMISIONES CO2,Emisiones CO2 - GAS OIL,[MM ton CO2],2005,0.1791568567637613
EMISIONES,EMISIONES CO2,Emisiones CO2 - GAS OIL,[MM ton CO2],2006,0.38778030181103595
EMISIONES,EMISIONES CO2,Emisiones CO2 - GAS OIL,[MM ton CO2],2007,2.0664507044718703
EMISIONES,EMISIONES CO2,Emisiones CO2 - GAS OIL,[MM ton CO2],2008,2.272783253767166
EMISIONES,EMISIONES CO2,Emisiones CO2 - GAS OIL,[MM ton CO2],2009,2.6343802330079638
EMISIONES,EMISIONES CO2,Emisiones CO2 - GAS OIL,[MM ton CO2],2010,4.497998991900914
EMISIONES,EMISIONES CO2,Emisiones CO2 - GAS OIL,[MM ton CO2],2011,5.4464559876829535
